url,answer,evidence
https://arxiv.org/abs/2307.04767,Academic,Both
https://www.youtube.com/watch?v=kYqRtjDBci8,Channel,Both
https://www.youtube.com/watch?v=kYqRtjDBci8,Channel,Both
https://arxiv.org/abs/2307.04767,Academic,Both
https://arxiv.org/abs/2307.04767,Academic,Both
https://www.youtube.com/watch?v=kYqRtjDBci8,Channel,Both
https://www.youtube.com/watch?v=kYqRtjDBci8,Channel,Both
https://arxiv.org/abs/2307.04767,Academic,Both
https://www.youtube.com/watch?v=kYqRtjDBci8,Channel,Both
https://arxiv.org/abs/2307.04767,Academic,Both
https://www.youtube.com/watch?v=kYqRtjDBci8,Channel,Both
https://play.google.com/store/apps/details?id=com.twitter.android,App,Both
https://arxiv.org/abs/2307.04767,Academic,Both
https://play.google.com/store/apps/details?id=com.twitter.android,App,Both
https://www.youtube.com/watch?v=kYqRtjDBci8,Channel,Both
https://play.google.com/store/apps/details?id=com.twitter.android,App,Both
https://arxiv.org/abs/2307.04767,Academic,Both
https://play.google.com/store/apps/details?id=com.twitter.android,App,Both
https://www.youtube.com/watch?v=kYqRtjDBci8,Channel,Both
https://www.youtube.com/watch?v=kYqRtjDBci8,Channel,Both
https://play.google.com/store/apps/details?id=com.twitter.android,App,Both
https://www.youtube.com/watch?v=kYqRtjDBci8,Channel,Both
https://arxiv.org/abs/2307.04767,Academic,Both
https://play.google.com/store/apps/details?id=com.twitter.android,App,Both
https://play.google.com/store/apps/details?id=com.twitter.android,App,Both
https://www.youtube.com/watch?v=kYqRtjDBci8,Channel,Both
https://arxiv.org/abs/2307.04767,Academic,Both
https://arxiv.org/abs/2307.04767,Academic,Both
https://play.google.com/store/apps/details?id=com.twitter.android,App,Both
https://www.youtube.com/watch?v=kYqRtjDBci8,Channel,Both
https://play.google.com/store/apps/details?id=com.twitter.android,App,Both
https://arxiv.org/abs/2307.04767,Academic,Both
https://arxiv.org/abs/2307.04767,Academic,Both
https://arxiv.org/abs/2307.04767,Academic,Both
https://arxiv.org/abs/2307.04767,Academic,Both
https://play.google.com/store/apps/details?id=com.twitter.android,App,Both
https://arxiv.org/abs/2307.04767,Academic,Both
https://arxiv.org/abs/2307.04767,Academic,Both
https://www.youtube.com/watch?v=kYqRtjDBci8,Channel,Both
https://www.youtube.com/watch?v=kYqRtjDBci8,Channel,Both
https://arxiv.org/abs/2307.04767,Academic,Both
https://www.youtube.com/watch?v=kYqRtjDBci8,Channel,Both
https://www.youtube.com/watch?v=kYqRtjDBci8,Channel,Both
https://arxiv.org/abs/2307.04767,Academic,Both
https://play.google.com/store/apps/details?id=com.twitter.android,App,Both
https://arxiv.org/abs/2307.04767,Academic,Both
https://www.youtube.com/watch?v=kYqRtjDBci8,Channel,Both
https://play.google.com/store/apps/details?id=com.twitter.android,App,Both
https://play.google.com/store/apps/details?id=com.twitter.android,App,Both
https://arxiv.org/abs/2307.04767,Academic,Both
https://arxiv.org/abs/2307.04767,Academic,Both
https://arxiv.org/abs/2307.04767,Academic,Both
https://www.youtube.com/watch?v=kYqRtjDBci8,Channel,Both
https://www.youtube.com/watch?v=kYqRtjDBci8,Channel,Both
https://arxiv.org/abs/2307.04767,Academic,Both
https://www.youtube.com/watch?v=kYqRtjDBci8,Channel,Both
https://play.google.com/store/apps/details?id=com.twitter.android,App,Both
https://www.youtube.com/watch?v=kYqRtjDBci8,Channel,Both
https://www.youtube.com/watch?v=kYqRtjDBci8,Channel,Both
https://arxiv.org/abs/2307.04767,Academic,Both
https://arxiv.org/abs/2307.04767,Academic,Both
